city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Montreal,Loft,301.0,2,Entire home/apt,Le Plateau,-73.57067,45.51123,5,5
Montreal,Apartment,40.0,3,Entire home/apt,Le Plateau,-73.57349,45.52813,18,18
Montreal,Apartment,75.0,4,Entire home/apt,Ville-Marie,-73.55818,45.53688,111,111
Montreal,Condominium,250.0,4,Entire home/apt,Old Port,-73.56397,45.50504,16,16
Montreal,Condominium,94.0,4,Entire home/apt,Downtown Montreal,-73.57601,45.48985,19,19
Montreal,Apartment,60.0,2,Entire home/apt,La Petite-Patrie,-73.60503,45.53707,33,33
Montreal,Apartment,250.0,5,Entire home/apt,Mile End,-73.6159,45.53344,18,18
Montreal,Apartment,60.0,2,Entire home/apt,Saint-Henri,-73.58786,45.48112,37,37
Montreal,Apartment,23.0,2,Private room,Villeray,-73.63168,45.54549,3,3
Montreal,Apartment,105.0,3,Entire home/apt,Downtown Montreal,-73.57264,45.49594,0,0
Montreal,Apartment,90.0,3,Entire home/apt,Little Burgundy,-73.57727,45.483,74,74
Montreal,Apartment,50.0,1,Private room,Hempstead,-73.63139,45.4797,9,9
Montreal,Apartment,83.0,4,Entire home/apt,Downtown Montreal,-73.58038,45.49287,40,40
Montreal,Apartment,81.0,6,Entire home/apt,Verdun,-73.57117,45.46199,7,7
Montreal,Townhouse,130.0,6,Entire home/apt,Hochelaga-Maisonneuve,-73.53516,45.54855,0,0
Montreal,House,74.0,5,Entire home/apt,Notre-Dame-de-Grace,-73.6434,45.46425,53,53
Montreal,Apartment,107.0,4,Entire home/apt,Outremont,-73.59637,45.51833,4,4
Montreal,Apartment,170.0,6,Entire home/apt,Ville-Marie,-73.54923,45.52764,14,14
Montreal,Apartment,101.0,4,Entire home/apt,La Petite-Patrie,-73.59176,45.54783,37,37
Montreal,Apartment,54.0,2,Entire home/apt,Gay Village,-73.55441,45.51722,89,89
Montreal,Condominium,13.0,1,Private room,Mercier-Hochelaga-Maisonneuve,-73.53462,45.57883,3,3
Montreal,Apartment,145.0,4,Entire home/apt,Ville-Marie,-73.56248,45.50384,0,0
Montreal,Apartment,89.0,4,Entire home/apt,Gay Village,-73.55674,45.51862,59,59
Montreal,Apartment,50.0,2,Private room,Le Plateau,-73.57756,45.53345,6,6
Montreal,Apartment,40.0,1,Private room,Le Plateau,-73.58225,45.52711,2,2
Montreal,Apartment,50.0,4,Entire home/apt,Ville-Marie,-73.58287,45.49537,57,57
Montreal,Apartment,119.0,8,Entire home/apt,Downtown Montreal,-73.59955,45.52706,68,68
Montreal,Apartment,60.0,2,Entire home/apt,Villeray-Saint-Michel-Parc-Extension,-73.59652,45.55936,86,86
Montreal,Condominium,95.0,4,Entire home/apt,Le Plateau,-73.59495,45.53024,16,16
Montreal,Apartment,170.0,4,Entire home/apt,Le Plateau,-73.58929,45.53065,1,1
Montreal,Apartment,67.0,6,Entire home/apt,Downtown Montreal,-73.58134,45.49274,107,107
Montreal,Apartment,46.0,2,Private room,Mile End,-73.58939,45.52138,0,0
Montreal,Apartment,156.0,6,Entire home/apt,Old Rosemont,-73.59178,45.55179,1,1
Montreal,Apartment,600.0,13,Entire home/apt,Downtown Montreal,-73.57789,45.49943,57,57
Montreal,Apartment,119.0,3,Entire home/apt,Mile End,-73.59591,45.52441,53,53
Montreal,Camper/RV,70.0,3,Entire home/apt,Old Rosemont,-73.57634,45.55347,1,1
Montreal,Apartment,114.0,3,Entire home/apt,Downtown Montreal,-73.57994,45.49181,12,12
Montreal,Apartment,58.0,4,Entire home/apt,Villeray,-73.62093,45.54322,3,3
Montreal,Apartment,50.0,2,Private room,Le Plateau,-73.56711,45.51987,1,1
Montreal,Apartment,25.0,1,Private room,Le Sud-Ouest,-73.59719,45.46184,12,12
Montreal,Apartment,85.0,3,Entire home/apt,Le Plateau,-73.57404,45.51985,111,111
Montreal,Apartment,25.0,1,Private room,0,-73.5548,45.57572,1,1
Montreal,Condominium,81.0,2,Private room,Downtown Montreal,-73.55429,45.51681,1,1
Montreal,Apartment,35.0,1,Private room,Le Plateau,-73.57989,45.53123,0,0
Montreal,Apartment,35.0,1,Private room,0,-73.58201,45.52983,1,1
Montreal,Apartment,55.0,4,Entire home/apt,Le Plateau,-73.5797,45.51668,23,23
Montreal,Loft,66.0,4,Entire home/apt,Quartier des Spectacles,-73.56198,45.50917,46,46
Montreal,Condominium,43.0,4,Entire home/apt,Villeray,-73.62396,45.54508,3,3
Montreal,Apartment,89.0,4,Entire home/apt,La Petite-Patrie,-73.62015,45.54338,2,2
Montreal,Apartment,46.0,2,Private room,Villeray,-73.61588,45.54174,6,6
Montreal,Serviced apartment,85.0,3,Entire home/apt,McGill Ghetto,-73.5763,45.50964,2,2
Montreal,Loft,191.0,3,Entire home/apt,Villeray,-73.63463,45.54477,6,6
Montreal,Apartment,79.0,6,Entire home/apt,Cote-des-Neiges,-73.62886,45.50251,11,11
Montreal,Apartment,60.0,2,Entire home/apt,Hochelaga-Maisonneuve,-73.53971,45.54737,4,4
Montreal,Apartment,35.0,1,Entire home/apt,La Petite-Patrie,-73.60834,45.53653,1,1
Montreal,Apartment,38.0,4,Entire home/apt,Le Plateau,-73.56798,45.51914,0,0
Montreal,Apartment,125.0,4,Entire home/apt,Le Plateau,-73.58244,45.51972,88,88
Montreal,Apartment,68.0,2,Entire home/apt,0,-73.60561,45.54466,11,11
Montreal,Apartment,40.0,2,Entire home/apt,Cote-des-Neiges,-73.63793,45.48789,33,33
Montreal,Townhouse,115.0,4,Entire home/apt,Villeray-Saint-Michel-Parc-Extension,-73.61547,45.55368,3,3
Montreal,Apartment,68.0,2,Private room,Hochelaga-Maisonneuve,-73.55133,45.55344,7,7
Montreal,Apartment,110.0,4,Entire home/apt,LaSalle,-73.65649,45.42895,25,25
