city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Barcelona,Apartment,45.0,2,Private room,el Fort Pienc,2.17944,41.39602,7,7
Barcelona,Apartment,59.0,4,Entire home/apt,El Raval,2.17377,41.37333,10,10
Barcelona,Apartment,38.0,1,Private room,Sants-Montjuïc,2.13318,41.37437,49,49
Barcelona,Condominium,50.0,4,Private room,La Sagrada Família,2.17632,41.38277,0,0
Barcelona,Apartment,18.0,2,Private room,L'Antiga Esquerra de l'Eixample,2.14478,41.38712,27,27
Barcelona,Apartment,242.0,7,Entire home/apt,Dreta de l'Eixample,2.16365,41.39012,12,12
Barcelona,Apartment,98.0,4,Entire home/apt,La Sagrada Família,2.1734,41.40151,35,35
Barcelona,Apartment,50.0,4,Entire home/apt,Dreta de l'Eixample,2.2045,41.3978,7,7
Barcelona,Condominium,55.0,4,Entire home/apt,El Camp de l'Arpa del Clot,2.18146,41.41484,0,0
Barcelona,Apartment,40.0,2,Private room,Camp d'en Grassot i Gràcia Nova,2.16932,41.40323,18,18
Barcelona,Apartment,30.0,1,Private room,Sant Gervasi - Galvany,2.14992,41.39578,2,2
Barcelona,Apartment,19.0,2,Private room,el Fort Pienc,2.1801,41.3926,46,46
Barcelona,Apartment,268.0,10,Entire home/apt,Dreta de l'Eixample,2.16745,41.39611,1,1
Barcelona,Apartment,30.0,2,Private room,Dreta de l'Eixample,2.1918,41.39423,45,45
Barcelona,Apartment,494.0,10,Entire home/apt,L'Antiga Esquerra de l'Eixample,2.17427,41.3953,55,55
Barcelona,Apartment,60.0,2,Private room,0,2.15199,41.379,0,0
Barcelona,Apartment,30.0,2,Private room,0,2.13445,41.36859,74,74
Barcelona,Apartment,150.0,2,Entire home/apt,0,2.16747,41.40354,4,4
Barcelona,Apartment,60.0,1,Private room,0,2.14606,41.3708,4,4
Barcelona,Apartment,108.0,7,Entire home/apt,La Sagrada Família,2.17724,41.40955,8,8
Barcelona,Apartment,400.0,8,Entire home/apt,Diagonal Mar - La Mar Bella,2.20132,41.39454,14,14
Barcelona,Apartment,165.0,10,Entire home/apt,0,2.16414,41.39654,20,20
Barcelona,Apartment,60.0,2,Private room,0,2.15955,41.38006,20,20
Barcelona,Apartment,60.0,4,Entire home/apt,0,2.1805,41.38044,35,35
Barcelona,Apartment,130.0,2,Private room,0,2.15993,41.37338,0,0
Barcelona,Apartment,15.0,2,Private room,La Sagrada Família,2.18156,41.40431,124,124
Barcelona,Apartment,99.0,6,Entire home/apt,0,2.17062,41.38947,7,7
Barcelona,Serviced apartment,31.0,1,Private room,Dreta de l'Eixample,2.16109,41.39727,0,0
Barcelona,Apartment,450.0,4,Entire home/apt,La Nova Esquerra de l'Eixample,2.15649,41.38545,26,26
Barcelona,Apartment,500.0,6,Entire home/apt,La Nova Esquerra de l'Eixample,2.15576,41.3856,17,17
Barcelona,Apartment,500.0,6,Entire home/apt,La Nova Esquerra de l'Eixample,2.17109,41.38767,19,19
Barcelona,Apartment,90.0,4,Entire home/apt,El Born,2.18081,41.38741,2,2
Barcelona,Apartment,70.0,5,Entire home/apt,el Fort Pienc,2.18007,41.39427,1,1
Barcelona,Apartment,60.0,6,Entire home/apt,El Camp de l'Arpa del Clot,2.16481,41.37671,7,7
Barcelona,Serviced apartment,60.0,3,Entire home/apt,El Raval,2.17611,41.37962,0,0
Barcelona,Apartment,20.0,1,Private room,0,2.16653,41.38154,100,100
Barcelona,Apartment,100.0,3,Private room,La Sagrada Família,2.17074,41.39056,5,5
