city,property_type,price,accommodates,room_type,host_neighbourhood,Latitudes,Longitudes,number_of_reviews,number_of_reviews
Hong Kong,Serviced apartment,1107.0,2,Private room,Fortress Hill,114.17887,22.27867,0,0
Hong Kong,Bed and breakfast,353.0,1,Private room,Jordan,114.17127,22.30467,1,1
Hong Kong,Hotel,298.0,2,Private room,Mong Kok,114.16714,22.32054,14,14
Hong Kong,Apartment,283.0,8,Shared room,Wan Chai,114.17856,22.27949,22,22
Hong Kong,Apartment,298.0,1,Private room,Tai Kok Sui,114.16653,22.30683,36,36
Hong Kong,Serviced apartment,510.0,1,Private room,0,114.18623,22.30185,3,3
Hong Kong,Guest suite,322.0,3,Entire home/apt,Mong Kok,114.19067,22.32932,4,4
Hong Kong,Guesthouse,306.0,2,Private room,Tsim Sha Tsui,114.17191,22.29725,23,23
Hong Kong,Guesthouse,298.0,2,Private room,Tsim Sha Tsui,114.17018,22.31085,9,9
Hong Kong,Apartment,471.0,2,Entire home/apt,Wan Chai,114.17889,22.28109,1,1
Hong Kong,Apartment,133.0,1,Private room,Wan Chai,114.17359,22.27579,4,4
Hong Kong,Serviced apartment,2661.0,2,Private room,Fortress Hill,114.14098,22.28072,0,0
Hong Kong,Apartment,1303.0,4,Entire home/apt,Causeway Bay,114.18152,22.28052,0,0
Hong Kong,Apartment,400.0,2,Private room,Mong Kok,114.17289,22.31743,0,0
Hong Kong,Apartment,251.0,1,Private room,To Kwa Wan,114.19318,22.32031,3,3
Hong Kong,Apartment,801.0,8,Entire home/apt,Mong Kok,114.16908,22.30658,5,5
Hong Kong,Apartment,212.0,1,Shared room,Tsim Sha Tsui,114.17503,22.2968,17,17
Hong Kong,Apartment,652.0,4,Entire home/apt,Wan Chai,114.17473,22.27798,0,0
Hong Kong,Apartment,864.0,3,Entire home/apt,0,114.14373,22.28628,0,0
Hong Kong,Apartment,1099.0,2,Entire home/apt,Sheung Wan,114.15104,22.28583,70,70
Hong Kong,Apartment,345.0,2,Private room,Ho Man Tin,114.17977,22.32187,12,12
Hong Kong,Apartment,1295.0,8,Entire home/apt,Causeway Bay,114.18183,22.28021,70,70
Hong Kong,Apartment,1178.0,2,Entire home/apt,0,113.95479,22.23542,24,24
Hong Kong,Apartment,699.0,3,Private room,Mong Kok,114.17082,22.3043,2,2
Hong Kong,Apartment,801.0,2,Entire home/apt,Sheung Wan,114.14937,22.28814,5,5
Hong Kong,House,997.0,6,Entire home/apt,0,113.93124,22.22772,20,20
Hong Kong,Apartment,777.0,2,Entire home/apt,0,114.16947,22.27717,3,3
Hong Kong,Serviced apartment,2292.0,2,Private room,Chinatown,114.22241,22.24811,0,0
Hong Kong,Guest suite,479.0,2,Private room,Mong Kok,114.1657,22.3237,17,17
Hong Kong,Apartment,424.0,2,Entire home/apt,0,114.18319,22.28099,17,17
Hong Kong,Apartment,79.0,2,Shared room,0,114.16981,22.30765,1,1
Hong Kong,Apartment,1248.0,3,Entire home/apt,Soho,114.1522,22.28236,1,1
Hong Kong,Apartment,526.0,2,Private room,0,114.18302,22.27821,0,0
Hong Kong,Apartment,612.0,5,Private room,Ho Man Tin,114.17658,22.31579,1,1
Hong Kong,Apartment,589.0,2,Private room,Mong Kok,114.16976,22.32301,41,41
Hong Kong,Apartment,597.0,2,Entire home/apt,0,114.18395,22.27666,2,2
Hong Kong,Apartment,597.0,2,Entire home/apt,Kennedy Town,114.12818,22.28038,5,5
Hong Kong,House,1201.0,2,Private room,Jordan,114.28646,22.30479,0,0
Hong Kong,Apartment,322.0,1,Private room,Soho,114.15208,22.27943,3,3
Hong Kong,Apartment,243.0,2,Private room,0,114.13928,22.4926,0,0
Hong Kong,Apartment,369.0,3,Private room,Mong Kok,114.17082,22.31445,53,53
Hong Kong,Boutique hotel,903.0,1,Private room,0,114.20811,22.29039,0,0
Hong Kong,Apartment,754.0,2,Entire home/apt,Sheung Wan,114.1496,22.28451,6,6
Hong Kong,House,597.0,5,Entire home/apt,Hung Hom,114.18577,22.30863,6,6
Hong Kong,Apartment,903.0,2,Entire home/apt,0,114.15154,22.27993,2,2
Hong Kong,Apartment,597.0,2,Entire home/apt,Sheung Wan,114.14861,22.28552,14,14
Hong Kong,Apartment,393.0,2,Entire home/apt,Causeway Bay,114.18605,22.27827,7,7
Hong Kong,Boutique hotel,400.0,2,Private room,Mong Kok,114.17077,22.31849,59,59
Hong Kong,Condominium,848.0,4,Entire home/apt,0,113.94326,22.29258,1,1
Hong Kong,Other,251.0,3,Shared room,Mong Kok,114.17397,22.32249,5,5
Hong Kong,Apartment,243.0,4,Private room,Mong Kok,114.18205,22.27684,0,0
Hong Kong,Apartment,903.0,4,Entire home/apt,Soho,114.15137,22.28196,55,55
Hong Kong,Apartment,903.0,7,Entire home/apt,Mong Kok,114.16841,22.32441,63,63
Hong Kong,Condominium,10001.0,5,Entire home/apt,0,114.17045,22.3139,4,4
Hong Kong,Apartment,801.0,4,Entire home/apt,0,114.14993,22.28422,12,12
Hong Kong,Pension (South Korea),502.0,3,Entire home/apt,Mong Kok,114.1702,22.31705,32,32
Hong Kong,Apartment,597.0,4,Entire home/apt,0,113.99049,22.21251,1,1
Hong Kong,Apartment,196.0,2,Private room,Sham Shui Po,114.16515,22.32895,2,2
Hong Kong,Apartment,754.0,2,Entire home/apt,Sheung Wan,114.14896,22.2838,3,3
Hong Kong,Apartment,691.0,1,Private room,0,114.17048,22.45252,0,0
Hong Kong,Condominium,353.0,3,Private room,Mong Kok,114.16902,22.31555,5,5
Hong Kong,Apartment,997.0,3,Entire home/apt,0,114.13941,22.28661,6,6
Hong Kong,Apartment,400.0,2,Entire home/apt,0,114.19668,22.29154,0,0
Hong Kong,Guesthouse,298.0,2,Private room,Mong Kok,114.17232,22.31731,3,3
Hong Kong,Apartment,848.0,5,Entire home/apt,Wan Chai,114.17232,22.27899,51,51
Hong Kong,Apartment,573.0,2,Entire home/apt,Jordan,114.17119,22.29736,25,25
Hong Kong,Apartment,997.0,5,Entire home/apt,Hung Hom,114.18662,22.30185,7,7
Hong Kong,Apartment,699.0,3,Entire home/apt,0,114.15152,22.28582,0,0
Hong Kong,House,400.0,2,Private room,0,114.15016,22.28281,0,0
Hong Kong,Apartment,534.0,2,Private room,Sham Shui Po,114.16203,22.32547,1,1
Hong Kong,Apartment,597.0,2,Entire home/apt,Sheung Wan,114.15201,22.28553,31,31
Hong Kong,Apartment,385.0,5,Entire home/apt,0,114.18791,22.51962,1,1
Hong Kong,Apartment,440.0,2,Private room,Wan Chai,114.17773,22.27722,1,1
Hong Kong,Apartment,966.0,4,Private room,Sham Shui Po,114.16,22.32849,1,1
Hong Kong,Apartment,385.0,5,Entire home/apt,0,114.20649,22.5294,0,0
Hong Kong,Apartment,1201.0,6,Entire home/apt,Tsim Sha Tsui,114.17289,22.29665,62,62
Hong Kong,Apartment,283.0,2,Private room,Mong Kok,114.17204,22.31752,23,23
Hong Kong,Apartment,188.0,1,Private room,Mong Kok,114.14681,22.28614,0,0
Hong Kong,House,393.0,2,Private room,0,114.12535,22.20542,21,21
Hong Kong,Apartment,801.0,1,Entire home/apt,0,114.16151,22.32178,17,17
Hong Kong,Apartment,777.0,1,Shared room,Sheung Wan,114.14932,22.28623,2,2
Hong Kong,Apartment,1680.0,4,Entire home/apt,0,114.1692,22.32758,1,1
Hong Kong,Apartment,1146.0,3,Entire home/apt,Sheung Wan,114.14965,22.28482,46,46
Hong Kong,Apartment,903.0,5,Entire home/apt,Mong Kok,114.17526,22.31888,10,10
Hong Kong,Apartment,1201.0,4,Entire home/apt,Causeway Bay,114.18136,22.28117,3,3
Hong Kong,Apartment,377.0,2,Entire home/apt,Mong Kok,114.16954,22.3191,12,12
Hong Kong,Apartment,950.0,7,Entire home/apt,Jordan,114.17093,22.27793,17,17
Hong Kong,Apartment,848.0,2,Entire home/apt,Sai Ying Pun,114.14024,22.28631,4,4
Hong Kong,Condominium,1515.0,7,Entire home/apt,Tsim Sha Tsui,114.17139,22.31474,6,6
Hong Kong,Serviced apartment,1994.0,2,Entire home/apt,0,114.15346,22.2811,4,4
Hong Kong,Apartment,550.0,2,Entire home/apt,Tsim Sha Tsui,114.17507,22.29897,84,84
Hong Kong,Loft,518.0,2,Entire home/apt,Mong Kok,114.17191,22.32129,12,12
Hong Kong,Apartment,699.0,2,Entire home/apt,Soho,114.1515,22.28203,9,9
Hong Kong,House,400.0,2,Private room,0,113.93341,22.22874,2,2
Hong Kong,Apartment,856.0,6,Entire home/apt,Central,114.13993,22.28482,63,63
Hong Kong,Apartment,259.0,2,Private room,Tsim Sha Tsui,114.17388,22.30196,40,40
Hong Kong,Condominium,424.0,2,Private room,Little Italy,114.16911,22.32093,11,11
Hong Kong,Apartment,1978.0,12,Entire home/apt,Tsim Sha Tsui,114.17384,22.29765,11,11
Hong Kong,Apartment,628.0,2,Private room,Causeway Bay,114.18378,22.2765,6,6
Hong Kong,Apartment,502.0,5,Entire home/apt,Tsim Sha Tsui,114.16694,22.31738,45,45
Hong Kong,Apartment,542.0,2,Entire home/apt,Central,114.15569,22.27999,46,46
Hong Kong,Serviced apartment,754.0,4,Entire home/apt,0,113.95126,22.29375,0,0
Hong Kong,Condominium,1287.0,4,Entire home/apt,Ho Man Tin,114.17685,22.31537,5,5
Hong Kong,Apartment,950.0,2,Entire home/apt,Wan Chai,114.16933,22.27582,16,16
Hong Kong,Condominium,353.0,2,Entire home/apt,Mong Kok,114.16965,22.31769,72,72
Hong Kong,Apartment,903.0,2,Entire home/apt,Sheung Wan,114.15004,22.2838,8,8
Hong Kong,Apartment,1083.0,4,Entire home/apt,Ho Man Tin,114.17397,22.31843,3,3
Hong Kong,Apartment,848.0,4,Entire home/apt,Sheung Wan,114.14937,22.28425,4,4
Hong Kong,Apartment,424.0,2,Entire home/apt,0,114.18573,22.27081,1,1
Hong Kong,Condominium,1303.0,6,Entire home/apt,0,114.02,22.29475,0,0
Hong Kong,Apartment,989.0,3,Entire home/apt,Sai Ying Pun,114.14263,22.28769,26,26
Hong Kong,Condominium,1900.0,4,Entire home/apt,0,113.94273,22.29162,26,26
Hong Kong,Serviced apartment,761.0,4,Entire home/apt,Hung Hom,114.18605,22.30004,2,2
Hong Kong,Apartment,283.0,2,Private room,Kennedy Town,114.18425,22.27852,0,0
Hong Kong,Apartment,338.0,2,Private room,Jordan,114.17219,22.30672,58,58
Hong Kong,Apartment,793.0,4,Private room,Jordan,114.17145,22.30012,52,52
Hong Kong,Apartment,683.0,2,Private room,0,114.14901,22.28446,0,0
Hong Kong,Condominium,353.0,1,Private room,0,114.14156,22.33658,0,0
Hong Kong,Hostel,377.0,1,Private room,Tsim Sha Tsui,114.17189,22.29879,49,49
Hong Kong,Hotel,228.0,1,Private room,Jordan,114.17065,22.3044,1,1
Hong Kong,Apartment,699.0,2,Entire home/apt,Sheung Wan,114.14509,22.28684,8,8
Hong Kong,Apartment,683.0,2,Entire home/apt,Sheung Wan,114.15185,22.28483,22,22
Hong Kong,Hotel,353.0,2,Private room,Mong Kok,114.16968,22.32252,11,11
Hong Kong,Apartment,597.0,3,Entire home/apt,0,114.14157,22.28498,5,5
Hong Kong,Apartment,290.0,2,Private room,Kennedy Town,114.18239,22.27802,0,0
Hong Kong,Hostel,322.0,1,Private room,Tsim Sha Tsui,114.17214,22.29826,59,59
Hong Kong,House,4828.0,2,Private room,0,114.12116,22.36362,0,0
Hong Kong,Apartment,3399.0,8,Entire home/apt,0,114.1259,22.27511,1,1
Hong Kong,Apartment,228.0,1,Private room,Mong Kok,114.17963,22.27639,0,0
Hong Kong,Apartment,1178.0,9,Entire home/apt,Mong Kok,114.17024,22.31666,11,11
Hong Kong,Apartment,298.0,2,Entire home/apt,Causeway Bay,114.1842,22.27839,2,2
